file_path,chip,temperature,device_type,device_index,vds,method,vth,gm_max,idx,num_points
./data/raw/chip5/185K/Nmos/3.txt,chip5,185K,nmos,3,1.2,sqrt,0.4528847122628459,0.11522806246045159,23,41
./data/raw/chip5/185K/Nmos/4.txt,chip5,185K,nmos,4,0.1,traditional,0.6206567366283003,0.001230833333333332,29,41
./data/raw/chip5/185K/Nmos/4.txt,chip5,185K,nmos,4,1.2,sqrt,0.5135088387574156,0.07018723434731716,26,41
./data/raw/chip5/185K/Pmos/1.txt,chip5,185K,pmos,1,1.1,traditional,-0.586246800062693,3.1901666666666714e-05,13,41
./data/raw/chip5/185K/Pmos/1.txt,chip5,185K,pmos,1,0.0,sqrt,-0.45503582816912413,0.01215938259295618,16,41
./data/raw/chip5/185K/Pmos/2.txt,chip5,185K,pmos,2,1.1,traditional,-0.6149300155520996,6.430000000000002e-05,12,41
./data/raw/chip5/185K/Pmos/2.txt,chip5,185K,pmos,2,0.0,sqrt,-0.4918325229721486,0.018011601666671574,17,41
./data/raw/chip5/185K/Pmos/3.txt,chip5,185K,pmos,3,1.1,traditional,-0.5496952180767207,0.001268666666666665,15,41
./data/raw/chip5/185K/Pmos/3.txt,chip5,185K,pmos,3,0.0,sqrt,-0.41081825984340836,0.08050577565213096,17,39
./data/raw/chip5/185K/Pmos/4.txt,chip5,185K,pmos,4,1.1,traditional,-0.5752219626168227,0.0005706666666666675,13,41
./data/raw/chip5/185K/Pmos/4.txt,chip5,185K,pmos,4,0.0,sqrt,-0.47574826532068226,0.04846817070716741,14,39
